Number,Block,Base,Fluff,Forehead,Belly,Mood,Nose,Tail,Pelt,Outline,Paws,Head,Face,Bottoms,Top,Tools,Unique,Status,Price,Offer,MaxOffer
2525,12091291,Classic,NA,Brown,NA,Pleased,Pink,NA,NA,NA,Cold Feet,Red Bow,Surprised Brows,NA,Purple Heart,Lemon Icepop,NA,for_sale,0.7,0,0.0
2526,12091258,Grey,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,Yellow Sweatband,Curious Brows,NA,NA,Water,NA,unlisted,0.0,0,0.0
2527,12091257,Passion Fruit,NA,NA,NA,Happy,Cold,Yellow,NA,NA,NA,NA,NA,NA,Red Collar,NA,NA,unlisted,0.0,0,0.0
2528,12091228,Cornflower,Blue,NA,NA,Unamused,NA,NA,NA,NA,NA,Yellow Hat,Blue Readers,NA,NA,NA,NA,unlisted,0.0,0,0.0
2529,12091279,Classic Plus,Pink,NA,NA,Meh,NA,Brown,NA,Pink,Dark Purple,Dark Pink Sweatband,Red Glasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
2530,12091193,Teal,NA,NA,NA,Happy,Brown,Blue,NA,NA,Cold Feet,Orange Bow,Pink Sunglasses,NA,Yellow Bandana,NA,NA,unlisted,0.0,0,0.0
2531,12091172,Fern,NA,Cream,NA,Content,Purple,NA,NA,NA,NA,Red Beanie With Pompom,VR Blue,NA,Red Bandana,Blue Saber,NA,unlisted,0.0,0,0.0
2532,12091166,Perry Winks,Orange,Grey,NA,Happy,NA,Light Green,NA,NA,Neon Green,NA,Alert Brows,NA,Red Bandana,NA,NA,unlisted,0.0,0,0.0
2533,12091162,Walnut,NA,Cream,NA,Silly,Purple,Blue,NA,Yellow,NA,Dark Pink Sweatband,Pink Sunglasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
2534,12091122,Grey,NA,NA,Off White,Pissed,NA,Dark Brown,Brown Spots,Pink,NA,NA,Yellow Goggles,NA,Red Bandana,NA,NA,unlisted,0.0,0,0.0
2535,12091084,Blush,NA,NA,NA,Meh,NA,NA,NA,Light Blue,Dark Pink,Yellow Hat,Red Readers,Blue,Green Bandana,NA,NA,unlisted,0.0,0,0.0
2536,12091062,Flamingo,NA,Blue,NA,Pleased,Grey,NA,NA,NA,NA,Purple Bow,Red Glasses,Blue,NA,Blueberry Icepop,NA,unlisted,0.0,0,0.0
2537,12091299,Perry Winks,NA,NA,NA,Pleased,Brown,NA,NA,NA,NA,Dark Purple Sweatband,Pissed Brows,Pink,Green Bandana,Blueberry Icepop,NA,unlisted,0.0,0,0.0
2538,12091301,Steel,NA,NA,NA,Pleased,NA,Tan,NA,NA,NA,Coachella,Surprised Brows,NA,Blue Collar,NA,NA,unlisted,0.0,0,0.0
2539,12091252,Dark Grey,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
2540,12091155,Dark Grey,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,NA,Alert Brows,NA,Pumpkin,Blueberry Icepop,NA,unlisted,0.0,0,0.0
2541,12091347,Steel,NA,NA,Off White,Meh,NA,Tan,NA,NA,Dark Purple,NA,Pissed Brows,Black,Green Bandana,Dumbbell,NA,for_sale,1.0,0,0.0
2542,12091340,Free Britney,NA,NA,NA,Meh,NA,Purple,NA,NA,NA,NA,VR Green,Orange,NA,NA,NA,unlisted,0.0,0,0.0
2543,12091364,Basic Pink,NA,NA,NA,Pissed,NA,NA,NA,Pink,NA,NA,Light Orange Snorkel,NA,Red Collar,NA,NA,unlisted,0.0,0,0.0
2544,12091366,Steel,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
2545,12091342,Ocean,NA,NA,NA,Meh,NA,NA,NA,Lime,Mellow Yellow,NA,Blue Green Shades,NA,Blue Collar,NA,NA,unlisted,0.0,0,0.0
2546,12091152,Blush,NA,NA,NA,Pleased,Pink,Brown,NA,Pink,Cold Feet,NA,Surprised Brows,NA,Yellow Bandana,NA,NA,for_sale,1.0,0,0.0
2547,12091285,Lavender,NA,NA,NA,Pleased,NA,Yellow,NA,NA,NA,Crown,Over It Brows,NA,NA,NA,NA,for_sale,1.0,0,0.0
2548,12091232,Thin Mint,NA,NA,NA,Content,NA,NA,NA,Green,Dark Purple,Pink Crown,Yellow Orange Shades,NA,NA,Berry Ice Pop,NA,for_sale,1.0,0,0.0
2549,12091372,Grey,NA,NA,NA,Meh,Very Cold,NA,NA,Blue,Neon Green,Orange Bow,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
2550,12091171,Classic,NA,NA,NA,Pleased,Brown,NA,NA,Pink,NA,Black Sweatband,VR Blue,NA,Tie,NA,NA,unlisted,0.0,0,0.0
2551,12091393,Grapefruit,NA,Blue,Off White,Meh,Cold,NA,NA,NA,Purples,Black Beanie,Pink Sunglasses,Jeans,NA,NA,NA,unlisted,0.0,0,0.0
2552,12091395,Fire,NA,NA,NA,Pissed,Grey,NA,NA,Lime,NA,Purple Bow,NA,NA,Purple Heart,NA,NA,unlisted,0.0,0,0.0
2553,12091377,Dark Grey,Neon Green,NA,NA,Meh,NA,NA,NA,NA,NA,NA,Alert Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
2554,12091433,Flamingo,NA,NA,Off White,Silly,Purple,NA,NA,Pink,NA,Crown,Skeptical Brows,Orange,NA,Berry Ice Pop,NA,unlisted,0.0,0,0.0
2555,12091222,Fern,NA,Blue,NA,Happy,NA,Tan,NA,NA,Mellow Yellow,NA,Light Orange Snorkel,NA,Purple Bandana,NA,NA,unlisted,0.0,0,0.0
2556,12091282,Classic Plus,NA,NA,NA,Happy,Very Cold,NA,NA,Brown,Light Pink,NA,Blue Shield Glasses,Black,NA,NA,NA,for_sale,0.26,0,0.0
2557,12091513,Passion Fruit,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,NA,NA,NA,Yellow Flowers,NA,NA,unlisted,0.0,0,0.0
2558,12091478,Classic,NA,NA,NA,Unamused,Pink,Yellow,NA,Brown,Cold Feet,Dark Pink Sweatband,Surprised Brows,NA,Blue Bandana,NA,NA,unlisted,0.0,0,0.0
2559,12091283,Grapefruit,NA,NA,NA,Pleased,Pink,NA,NA,Yellow,NA,Green Crown,NA,NA,Red Bandana,Berry Ice Pop,NA,for_sale,0.26,0,0.0
2560,12091520,Steel,Teal,NA,NA,Silly,NA,NA,NA,NA,NA,Red Sweatband,Surprised Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
2561,12091530,Classic,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
2562,12091533,Teal,NA,NA,NA,Pleased,Orange,NA,NA,Green,NA,Pumpkin Top,Over It Brows,NA,Pumpkin,NA,NA,unlisted,0.0,0,0.0
2563,12091532,Carmel,NA,NA,NA,Happy,NA,NA,NA,NA,Light Pink,Green Beanie,Pissed Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
2564,12091544,Basic Pink,NA,NA,Pink,Meh,Brown,Blue,NA,NA,Seafoam Green,Birthday Blue,Alert Brows,NA,NA,NA,NA,for_sale,0.5,0,0.0
2565,12091333,Classic,NA,NA,NA,Pleased,Brown,NA,NA,Yellow,NA,Tophat,Purple Pink Shades,NA,NA,Blueberry Icepop,NA,unlisted,0.0,0,0.0
2566,12091551,Grapefruit,NA,Pink,Pink,Pleased,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wine,NA,unlisted,0.0,0,0.0
2567,12091528,Thin Mint,NA,NA,Off White,Pleased,NA,NA,White Spots,NA,NA,Purple Bow,Over It Brows,Dark Green,NA,NA,NA,unlisted,0.0,0,0.0
2568,12091565,Free Britney,NA,NA,NA,Pissed,NA,NA,NA,NA,Cold Feet,NA,Surprised Brows,Blue,Green Bandana,NA,NA,unlisted,0.0,0,0.0
2569,12091571,Lavender,NA,Brown,NA,Content,Pink,NA,NA,Light Blue,Cold Feet,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
2570,12091576,Flamingo,Pink,NA,NA,Silly,NA,Sage,NA,NA,Dark Brown,Crown,NA,NA,Yellow Bandana,Wine,NA,unlisted,0.0,0,0.0
2571,12091535,Fern,NA,NA,NA,Happy,NA,NA,NA,NA,NA,Black Sweatband,NA,NA,Yellow Bandana,Lemon Icepop,NA,for_sale,2.0,0,0.0
2572,12091583,Fern,NA,Pink,NA,Pissed,NA,On Fire,NA,Brown,Seafoam Green,Blue Crown,Neon Shield Glasses,NA,Blue Collar,NA,NA,unlisted,0.0,0,0.0
2573,12091586,Steel,NA,NA,NA,Pleased,NA,NA,Brown Stripes,NA,Primary,Black Beanie,NA,NA,Heart,Berry Ice Pop,NA,for_sale,0.4,0,0.0
2574,12091397,Perry Winks,NA,NA,NA,Meh,NA,NA,NA,NA,NA,Purple Bow,VR Blue,NA,Yellow Bandana,Water,NA,unlisted,0.0,0,0.0
2575,12091599,Classic,NA,NA,Brown,Happy,Orange,NA,NA,Red,Cold Feet,NA,Surprised Brows,Brown,Red Collar,NA,NA,for_sale,0.3,0,0.0
2576,12091548,Stallion,NA,NA,NA,Silly,Cold,Yellow,NA,NA,NA,NA,Curious Brows,NA,NA,NA,NA,for_sale,1.5,0,0.0
2577,12091601,Carmel,NA,NA,NA,Content,Grey,NA,NA,NA,Purples,Grey Crown,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
2578,12091616,Grapefruit,NA,NA,Blue,Meh,Cold,Yellow,NA,NA,Neon Green,Green Crown,NA,NA,NA,Water,NA,unlisted,0.0,0,0.0
2579,12091588,Basic Pink,NA,NA,Blue,Unamused,Purple,Yellow,NA,NA,Purples,Yellow Hat,Surprised Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
2580,12091608,Black,NA,NA,NA,Pissed,Very Cold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
2581,12091624,Walnut,Teal,NA,NA,Silly,Grey,NA,NA,NA,NA,Orange Bow,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
2582,12091450,Basic Pink,NA,NA,NA,Pleased,NA,Light Pink,White Spots,NA,Cold Feet,Blue Sweatband,Surprised Brows,NA,NA,NA,NA,for_sale,5.0,0,0.0
2583,12091642,Classic,NA,Blue,NA,Pissed,Brown,NA,NA,Yellow,Dark Brown,Dark Pink Sweatband,Surprised Brows,NA,Yellow Heart,NA,NA,unlisted,0.0,0,0.0
2584,12091631,Stallion,NA,NA,NA,Meh,NA,NA,NA,NA,NA,NA,Green Blue Goggles,NA,NA,Lemon Icepop,NA,unlisted,0.0,0,0.0
2585,12091435,Coffee,NA,NA,Blue,Meh,NA,Sage,NA,NA,NA,Dark Purple Sweatband,Pink Sunglasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
2586,12091656,Walnut,NA,NA,NA,Pleased,Orange,NA,NA,NA,Neon Green,Red Beanie With Pompom,NA,NA,Pumpkin,NA,NA,unlisted,0.0,0,0.0
2587,12091605,Pistachio,NA,NA,NA,Unamused,NA,NA,NA,NA,NA,Pink Crown,Green Round Shades,NA,Blue Collar,Red Saber,NA,unlisted,0.0,0,0.0
2588,12091685,Basic Pink,NA,NA,NA,Meh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
2589,12091537,Grey,NA,NA,NA,Silly,NA,NA,NA,NA,NA,Yellow Sweatband,Alert Brows,Green,NA,Blue Saber,NA,unlisted,0.0,0,0.0
2590,12091743,Pistachio,NA,NA,NA,Happy,Grey,NA,NA,NA,NA,NA,Skeptical Brows,NA,Yellow Heart,NA,NA,unlisted,0.0,0,0.0
2591,12091648,Steel,NA,NA,NA,Happy,NA,Yellow,NA,Lime,Seafoam Green,Dark Green Sweatband,Blue Round Shades,NA,NA,Dumbbell,NA,auction,0.5,0,0.0
2592,12091810,Fern,NA,NA,NA,Silly,NA,NA,NA,Yellow,NA,Red Beanie With Pompom,Curious Brows,NA,Pumpkin,NA,NA,unlisted,0.0,0,0.0
2593,12091824,Basic Pink,NA,NA,NA,Silly,NA,NA,NA,NA,NA,NA,NA,NA,Green Bandana,Dumbbell,NA,for_sale,1.5,0,0.0
2594,12091877,Flamingo,NA,NA,NA,Pleased,Pink,NA,NA,Green,NA,Teal Hat,Blue Shades,Orange,Yellow Heart,Berry Ice Pop,NA,for_sale,3.33,0,0.0
2595,12091868,Blush,NA,NA,Pink,Pleased,Grey,Sage,NA,Lime,Sage,Purple,Over It Brows,NA,NA,NA,NA,for_sale,0.7,0,0.0
2596,12091859,Basic Pink,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
2597,12091886,Free Britney,NA,NA,NA,Unamused,NA,NA,NA,NA,NA,Purple Bow,Pissed Brows,NA,NA,Blueberry Icepop,NA,unlisted,0.0,0,0.0
2598,12091855,Flamingo,Orange,NA,NA,Pissed,Grey,NA,NA,NA,NA,Orange Bow,Orange Round Shades,NA,Red Bandana,NA,NA,unlisted,0.0,0,0.0
2599,12091876,Steel,NA,Pink,NA,Content,Grey,NA,NA,Pink,NA,Yellow Hat,Skeptical Brows,NA,Pink Collar,NA,NA,unlisted,0.0,0,0.0
2600,12091899,Classic,Tan,NA,NA,Happy,Grey,NA,NA,NA,NA,NA,VR,Orange,NA,Water,NA,unlisted,0.0,0,0.0
2601,12091947,Free Britney,NA,NA,NA,Happy,NA,NA,NA,Pink,NA,NA,Pink Protective Goggles,NA,NA,NA,NA,unlisted,0.0,0,0.0
2602,12091955,Basic Pink,NA,NA,NA,Happy,NA,NA,NA,NA,Sage,NA,NA,NA,Blue Bandana,NA,NA,unlisted,0.0,0,0.0
2603,12091974,Grey,NA,NA,NA,Pissed,Pink,Yellow,NA,NA,NA,Blue Crown,VR,NA,Red Bandana,NA,NA,unlisted,0.0,0,0.0
2604,12091990,Basic Pink,Teal,Pink,NA,Pleased,Pink,Tan,White Spots,Brown,Cold Feet,NA,Skeptical Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
2605,12091929,Classic,NA,NA,Pink,Pleased,Pink,Light Brown,NA,NA,NA,Purple,Pink Sunglasses,Brown,Red Bandana,NA,NA,unlisted,0.0,0,0.0
2606,12091993,Basic Pink,NA,NA,NA,Silly,NA,NA,NA,Pink,NA,Birthday Pink,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
2607,12092025,Passion Fruit,NA,Brown,NA,Silly,NA,NA,NA,NA,Primary,Small Pink Bow,Orange Round Shades,NA,Pumpkin,NA,NA,for_sale,1.0,0,0.0
2608,12092029,Thin Mint,NA,NA,NA,Pleased,NA,Brown,NA,NA,Purples,Blue Crown,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
2609,12092185,Stallion,Orange,NA,NA,Pleased,NA,NA,NA,Lime,NA,Teal Hat,Dark Blue Round Shades,NA,NA,Berry Ice Pop,NA,for_sale,3.347,0,0.0
2610,12091982,Flamingo,Blue,NA,NA,Content,NA,Sage,NA,Lime,NA,Berry Crown,NA,NA,Red Collar,Dumbbell,NA,unlisted,0.0,0,0.0
2611,12092208,Stallion,NA,Pink,NA,Happy,NA,Purple,NA,Light Blue,Purples,NA,NA,NA,Heart,NA,NA,unlisted,0.0,0,0.0
2612,12092225,Fern,NA,NA,Off White,Pleased,NA,Sage,NA,Brown,NA,Purple Sweatband,Dark Blue Round Shades,NA,Green Bandana,Red Saber,NA,for_sale,0.5,0,0.0
2613,12092251,Classic,NA,NA,NA,Content,Cold,Light Brown,NA,Lime,Mellow Yellow,Green Sweatband,Pissed Brows,NA,Purple Flowers,NA,NA,for_sale,0.56,0,0.0
2614,12092266,Flamingo,NA,NA,NA,Pleased,NA,NA,NA,Light Blue,NA,Tophat,Surprised Brows,Brown,NA,Water,NA,unlisted,0.0,0,0.0
2615,12092140,Flamingo,NA,NA,NA,Happy,NA,Tan,NA,Yellow,Neon Green,Tophat,Pink Sunglasses,NA,NA,Strawberry Ice Cream,NA,unlisted,0.0,0,0.0
2616,12092302,Black,NA,NA,Pink,Pissed,NA,Brown,NA,Yellow,Neon Green,Orange Bow,Curious Brows,NA,NA,Blue Saber,NA,unlisted,0.0,0,0.0
2617,12092276,Grey,NA,NA,NA,Meh,NA,Tan,NA,NA,Cold Feet,Red Beanie With Pompom,Red Readers,NA,Yellow Heart,Dumbbell,NA,for_sale,0.2,0,0.0
2618,12092130,Cornflower,NA,NA,NA,Silly,Brown,Tan,NA,NA,Cold Feet,Another Red Beanie,Pink Sunglasses,NA,Purple Heart,NA,NA,unlisted,0.0,0,0.0
2619,12092245,Classic,Orange,NA,Blue,Unamused,Orange,NA,NA,NA,NA,NA,Blue Shield Glasses,Brown,Blue Bandana,NA,NA,unlisted,0.0,0,0.0
2620,12092364,Black,NA,NA,NA,Unamused,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
2621,12092365,Basic Pink,NA,NA,NA,Meh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
2622,12092399,Basic Pink,NA,NA,NA,Happy,Orange,Blue,NA,NA,NA,Purple Sweatband,Orange Snorkel,Orange,Yellow Heart,NA,NA,for_sale,0.22,0,0.0
2623,12092426,Carmel,NA,NA,NA,Content,NA,NA,NA,NA,NA,Mellon,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
2624,12092436,Grey,NA,Cream,NA,Meh,NA,Blue,Orange Brown Stripes,NA,NA,Red Beanie,Kris Jenner Shades,NA,NA,NA,NA,for_sale,0.7,0,0.0
2625,12092505,Basic Pink,NA,NA,NA,Content,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,for_sale,0.33,0,0.0
2626,12092504,Pistachio,NA,NA,Blue,Meh,NA,Tan,NA,NA,Purples,NA,Sunglasses,NA,Pumpkin,NA,NA,unlisted,0.0,0,0.0
2627,12092465,Stallion,NA,NA,Grey,Pleased,Brown,NA,NA,Lime,Sage,NA,Blue Readers,NA,NA,NA,NA,for_sale,0.5,0,0.0
2628,12092571,Lavender,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,for_sale,0.39,0,0.0
2629,12092596,Blush,NA,NA,NA,Pleased,Brown,NA,Orange Brown Stripes,Brown,Seafoam Green,Tophat,Pink Sunglasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
2630,12092643,Ocean,NA,NA,NA,Unamused,NA,NA,NA,NA,NA,NA,Yellow Goggles,NA,NA,NA,NA,unlisted,0.0,0,0.0
2631,12092660,Classic,NA,NA,NA,Pissed,NA,NA,NA,Lime,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
2632,12092656,Classic,NA,NA,NA,Happy,Pink,Tan,NA,Green,NA,Dark Pink Sweatband,Pissed Brows,Pink,NA,Blueberry Icepop,NA,unlisted,0.0,0,0.0
2633,12092568,Fern,NA,NA,NA,Content,NA,NA,NA,NA,NA,NA,NA,NA,Red Bandana,NA,NA,unlisted,0.0,0,0.0
2634,12092446,Basic Pink,NA,NA,NA,Pissed,Orange,Light Pink,NA,Pink,NA,Orange Bow,Pink Purple Shades,NA,Blue Bandana,NA,NA,for_sale,1.0,0,0.0
2635,12092673,Mellow Yellow,NA,NA,NA,Pleased,NA,NA,NA,Green,NA,NA,Green Goggles,NA,Red Bandana,Green Saber,NA,unlisted,0.0,0,0.0
2636,12092695,Classic,NA,NA,NA,Content,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,1,0.045
2637,12092515,Perry Winks,Teal,NA,Off White,Happy,Brown,Purple,NA,Green,NA,NA,Protective Goggles,NA,NA,NA,NA,unlisted,0.0,0,0.0
2638,12092489,Flamingo,NA,Cream,NA,Happy,NA,NA,NA,NA,NA,Tophat,Pink Sunglasses,Brown,Tie,NA,NA,unlisted,0.0,0,0.0
2639,12092580,Dark Grey,NA,NA,NA,Pissed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
2640,12092680,Cornflower,NA,NA,Brown,Pleased,Brown,NA,NA,Grey,Neon Green,NA,Purple Snorkel,NA,Red Collar,NA,NA,unlisted,0.0,0,0.0
